element,position,multiplier,is_captain,is_vice_captain
263,1,1,False,False
342,2,1,False,False
83,3,1,False,False
32,4,1,False,False
516,5,1,False,True
353,6,1,False,False
19,7,2,True,False
526,8,1,False,False
85,9,1,False,False
60,10,1,False,False
343,11,1,False,False
409,12,0,False,False
131,13,0,False,False
382,14,0,False,False
506,15,0,False,False
