element,position,multiplier,is_captain,is_vice_captain
101,1,1,False,False
508,2,1,False,False
321,3,1,False,False
506,4,1,False,False
504,5,1,False,False
34,6,1,False,False
516,7,2,True,False
526,8,1,False,False
326,9,1,False,False
60,10,1,False,False
117,11,1,False,True
614,12,0,False,False
689,13,0,False,False
528,14,0,False,False
465,15,0,False,False
