element,position,multiplier,is_captain,is_vice_captain
409,1,1,False,False
313,2,1,False,False
29,3,1,False,False
5,4,1,False,False
150,5,1,False,False
373,6,1,False,False
382,7,1,False,False
19,8,1,False,False
308,9,3,True,False
279,10,1,False,False
85,11,1,False,False
301,12,0,False,False
362,13,0,False,False
203,14,0,False,False
355,15,0,False,True
