element,position,multiplier,is_captain,is_vice_captain
352,1,1,False,False
36,2,1,False,False
511,3,1,False,False
20,4,1,False,False
311,5,1,False,False
143,6,1,False,False
308,7,1,False,True
19,8,1,False,False
599,9,1,False,False
343,10,1,False,False
355,11,2,True,False
524,12,0,False,False
526,13,0,False,False
287,14,0,False,False
203,15,0,False,False
