element,position,multiplier,is_captain,is_vice_captain
524,1,1,False,False
506,2,1,False,False
430,3,1,False,False
5,4,1,False,False
353,5,1,False,False
504,6,1,False,False
308,7,2,True,False
516,8,1,False,True
60,9,1,False,False
415,10,1,False,False
343,11,1,False,False
145,12,0,False,False
36,13,0,False,False
43,14,0,False,False
405,15,0,False,False
