,element_in,element_in_cost,element_out,element_out_cost,entry,event,time
0,504,78,373,85,974891,5,2023-09-03T21:24:12.989430Z
1,391,49,405,45,974891,5,2023-09-03T21:23:16.009568Z
2,405,45,585,49,974891,3,2023-08-20T05:22:26.059226Z
