element,position,multiplier,is_captain,is_vice_captain
301,1,1,False,False
757,2,1,False,False
20,3,1,False,False
519,4,1,False,False
545,5,1,False,False
203,6,1,False,False
308,7,2,True,False
362,8,1,False,False
353,9,1,False,False
516,10,1,False,False
279,11,1,False,False
524,12,0,False,False
355,13,0,False,True
60,14,0,False,False
392,15,0,False,False
